best_pos_nll,curve_path,head_25_mean,mean_nll,middle_50_mean,n_positions,paper_run_id,run_id,stage_id,tail_25_mean,worst_pos_nll
3.0269775390625,/workspace/Reproducing-TTT-E2E/experiments/protocol_r_125m_main_v1_dclm8k_s2s3_eval/S3_125M/ext-125m-e2e-32K/jax_eval/dclm_filter_8k/ctx_8192/per_position_nll.npy,3.590729996562004,3.5104590859264135,3.491343852132559,8192,protocol_r_125m_main_v1_dclm8k_s2s3_eval,ext-125m-e2e-32K,S3_125M,3.4684186428785324,6.33349609375
3.7158203125,/workspace/Reproducing-TTT-E2E/experiments/protocol_r_125m_main_v1_dclm8k_s2s3_eval/S2_125M/ext-125m-e2e-32K-from-fa-bridge/jax_eval/dclm_filter_8k/ctx_8192/per_position_nll.npy,4.339806258678436,4.222597610205412,4.194700784981251,8192,protocol_r_125m_main_v1_dclm8k_s2s3_eval,ext-125m-e2e-32K-from-fa-bridge,S2_125M,4.16118261218071,7.0419921875
