eval_wall_seconds,gpu_hours,loss_mean,niah_accuracy_mean,paper_run_id,run_id,stage_id,status,tokens_per_second_mean,tokens_seen,wall_seconds
32.70072150230408,24.161505875049365,3.481170654296875,,protocol_r_125m_main_v1,pretrain-125m-e2e,S3_PRETRAIN_E2E_125M,succeeded,128263.34733025605,2516582400,10872.677643772215
77.73922944068909,1.3572525721488313,3.917266845703125,,protocol_r_125m_main_v1,ext-125m-e2e-32K-from-fa-bridge,S2_125M,succeeded,215814.02492290107,125829120,610.7636574669741
75.60301876068115,1.5457706773829543,3.2729225158691406,,protocol_r_125m_main_v1,ext-125m-e2e-32K,S3_125M,succeeded,221911.98546062983,125829120,695.5968048223294
34.369938373565674,2.10838213028231,4.32745361328125,,protocol_r_125m_main_v1,adapt-125m-e2e-8K-from-fa,S2_ADAPT_125M,succeeded,122034.08555500608,251658240,948.7719586270396
75.80064558982849,0.5128987514957165,6.583984375,,protocol_r_125m_main_v1,ext-125m-fa-32K,S0_125M,succeeded,221333.4183297681,125829120,230.8044381730724
37.52433705329895,1.453785880711447,6.5418243408203125,,protocol_r_125m_main_v1,ext-125m-swa-32K-from-fa,S1_125M,succeeded,447102.2626241183,125829120,654.2036463201512
26.116846799850464,19.142564091152614,3.524169921875,,protocol_r_125m_main_v1,pretrain-125m-fa,S0_PRETRAIN_FA_125M,succeeded,160597.64152018592,2516582400,8614.153841018677
