schema_version,paper_run_id,metric,stage_from,stage_to,n,mean_from,mean_to,delta,std_delta,ci95_low,ci95_high,unit,notes
1.0,protocol_r_125m_main_v1,loss_mean,S3_125M,S2_125M,1,3.2729225158691406,3.917266845703125,0.6443443298339844,0.0,0.6443443298339844,0.6443443298339844,,S2-S3 warm-start tax: stage_to - stage_from
1.0,protocol_r_125m_main_v1,tokens_per_second_mean,S3_125M,S2_125M,1,221911.98546062983,215814.02492290107,-6097.960537728766,0.0,-6097.960537728766,-6097.960537728766,,S2-S3 warm-start tax: stage_to - stage_from
