eval_wall_seconds,gpu_hours,loss_mean,niah_accuracy_mean,paper_run_id,run_id,stage_id,status,tokens_per_second_mean,tokens_seen,wall_seconds
234.23548793792725,70.30421307782228,2.9939842224121094,,protocol_r_760m_author_seed_v1,ext-760m-e2e-32K-from-fa-bridge,S2,succeeded,71625.42340486847,602800128,63273.79177004006
225.98484587669373,88.71700509310998,2.675201416015625,,protocol_r_760m_author_seed_v1,ext-760m-e2e-32K,S3,succeeded,74240.44711898209,760217600,79845.30458379898
