stage_id,run_id,exp_name,model_key,path_group,train_kind,train_mode,status,tokens_seen,gpu_hours,wall_seconds,loss_mean,niah_accuracy_mean,tokens_per_second_mean
S2,ext-760m-e2e-32K-from-fa-bridge,ext-760m-e2e-32K-from-fa-bridge,,,,,succeeded,602800128,70.30421307782228,63273.79177004006,2.9939842224121094,,71625.42340486847
S3,ext-760m-e2e-32K,ext-760m-e2e-32K,,,,,succeeded,760217600,88.71700509310998,79845.30458379898,2.675201416015625,,74240.44711898209
