best_pos_nll,curve_path,head_25_mean,mean_nll,middle_50_mean,n_positions,paper_run_id,run_id,stage_id,tail_25_mean,worst_pos_nll
2.4617919921875,/workspace/Reproducing-TTT-E2E/experiments/protocol_r_760m_author_seed_v1_dclm8k_s2s3_eval/S3/ext-760m-e2e-32K/jax_eval/dclm_filter_8k/ctx_8192/per_position_nll.npy,3.067600503563881,2.9826998971402645,2.9606551863253117,8192,protocol_r_760m_author_seed_v1_dclm8k_s2s3_eval,ext-760m-e2e-32K,S3,2.941888712346554,6.181640625
2.8709716796875,/workspace/Reproducing-TTT-E2E/experiments/protocol_r_760m_author_seed_v1_dclm8k_s2s3_eval/S2/ext-760m-e2e-32K-from-fa-bridge/jax_eval/dclm_filter_8k/ctx_8192/per_position_nll.npy,3.4379597306251526,3.3439966663718224,3.318957567214966,8192,protocol_r_760m_author_seed_v1_dclm8k_s2s3_eval,ext-760m-e2e-32K-from-fa-bridge,S2,3.300111800432205,6.4248046875
